sample,variable,family,coding,estimand,se_type,effect,se,lo,hi,p,N,q
R,q43_edu,objective,trend,medical-cash,HC3,-0.10197506404613807,0.05315819646828606,-0.20616321460708303,0.0022130865148069084,0.055068939970387656,5497,
R,q43_edu,objective,trend,medical-food,HC3,-0.1490354627992472,0.051261734962282916,-0.24950661711035943,-0.04856430848813498,0.003645128941882148,5497,
R,income_h,objective,trend,food-cash,HC1,0.03506402973169469,0.053205420683862956,-0.06921667859097916,0.13934473805436853,0.5098757640260189,5497,0.8550985462086803
R,income_h,objective,trend,medical-cash,HC1,-0.11812576697504974,0.05405203088302534,-0.22406580079702615,-0.012185733153073336,0.028858909224019142,5497,0.06161807837491047
R,income_h,objective,trend,medical-food,HC1,-0.15318979670674443,0.051670060146004886,-0.2544612536719324,-0.05191833974155645,0.0030291020848161416,5497,0.007096372651866196
R,income_h,objective,trend,food-cash,HC3,0.03506402973169469,0.053402711117722206,-0.06960336073583757,0.13973142019922696,0.5114404418707698,5497,
R,income_h,objective,trend,medical-cash,HC3,-0.11812576697504974,0.05425923491120439,-0.22447191322970872,-0.01177962072039078,0.029475875133122928,5497,
R,income_h,objective,trend,medical-food,HC3,-0.15318979670674443,0.05186348395172614,-0.25484035736489874,-0.05153923604859012,0.0031397683395895265,5497,
R,q28_hhsize,needs,trend,food-cash,HC1,-0.06170682726940378,0.053730190279095855,-0.16701606509891576,0.043602410560108204,0.2507798460069176,5497,0.7523395380207528
R,q28_hhsize,needs,trend,medical-cash,HC1,0.011486358484672452,0.05193772586805662,-0.09030971365563283,0.11328243062497774,0.8249706863125661,5497,0.824970686312566
R,q28_hhsize,needs,trend,medical-food,HC1,0.07319318575407624,0.05051336633358632,-0.02581119299763103,0.1721975645057835,0.14734135343513752,5497,0.2007484254168963
R,q28_hhsize,needs,trend,food-cash,HC3,-0.06170682726940378,0.05388898619629578,-0.1673272993775196,0.04391364483871206,0.2521788868223791,5497,
R,q28_hhsize,needs,trend,medical-cash,HC3,0.011486358484672452,0.05209449480680771,-0.09061697512947953,0.11358969209882444,0.8254889119732375,5497,
R,q28_hhsize,needs,trend,medical-food,HC3,0.07319318575407624,0.050663262400193206,-0.026104983889604735,0.17249135539775723,0.14854233318359686,5497,
R,q29_foodexp,needs,trend,food-cash,HC1,-0.012420158782477814,0.05402605690059617,-0.11830928453435798,0.09346896696940234,0.8181756856044531,5497,0.818175685604453
R,q29_foodexp,needs,trend,medical-cash,HC1,-0.07813983645374642,0.05300061126501955,-0.18201912569179263,0.025739452784299774,0.1403955783784252,5497,0.2105933675676378
R,q29_foodexp,needs,trend,medical-food,HC1,-0.0657196776712686,0.05136668600131711,-0.1663965322390279,0.034957176896490694,0.2007484254168963,5497,0.2007484254168963
R,q29_foodexp,needs,trend,food-cash,HC3,-0.012420158782477814,0.05418185284734386,-0.11861463897892076,0.09377432141396512,0.8186894013811337,5497,
R,q29_foodexp,needs,trend,medical-cash,HC3,-0.07813983645374642,0.05315909813525365,-0.18232975424947392,0.026050081341981085,0.14158232702854148,5497,
R,q29_foodexp,needs,trend,medical-food,HC3,-0.0657196776712686,0.051515000916964995,-0.16668722413206785,0.03524786878953065,0.20204792139273964,5497,
R,q30_medexp,needs,trend,food-cash,HC1,-0.01904058153621023,0.05452399410742226,-0.12590564628003198,0.08782448320761152,0.7269281133006573,5497,0.818175685604453
R,q30_medexp,needs,trend,medical-cash,HC1,0.11691446349804474,0.05328670472966178,0.012474441373087494,0.22135448562300197,0.02823077788725116,5497,0.08469233366175348
R,q30_medexp,needs,trend,medical-food,HC1,0.13595504503425498,0.05255118438267192,0.032956616299294264,0.23895347376921572,0.009678816159738934,5497,0.0290364484792168
R,q30_medexp,needs,trend,food-cash,HC3,-0.01904058153621023,0.054706378217187,-0.12626311256652328,0.08818194949410281,0.7278022684605097,5497,
R,q30_medexp,needs,trend,medical-cash,HC3,0.11691446349804474,0.0534619019503868,0.012131061130274928,0.22169786586581455,0.028751695949514287,5497,
R,q30_medexp,needs,trend,medical-food,HC3,0.13595504503425498,0.05272526360658973,0.03261542728995867,0.2392946627785513,0.009921421593744446,5497,
R,q49_citytier,objective,trend,food-cash,HC1,0.024215078681542865,0.051980581687859635,-0.07766498932210428,0.12609514668519,0.6413239096565102,5497,0.8550985462086803
R,q49_citytier,objective,trend,medical-cash,HC1,0.10913714065668448,0.05053744052663901,0.010085577353637076,0.20818870395973188,0.030809039187455235,5497,0.06161807837491047
R,q49_citytier,objective,trend,medical-food,HC1,0.08492206197514161,0.048551212429245906,-0.010236565791933785,0.18008068974221703,0.08026969041260498,5497,0.10702625388347331
R,q49_citytier,objective,trend,food-cash,HC3,0.024215078681542865,0.052104718248163887,-0.0779082925094653,0.12633844987255102,0.642118595491407,5497,
R,q49_citytier,objective,trend,medical-cash,HC3,0.10913714065668448,0.05065933445621756,0.009846669641729061,0.2084276116716399,0.031213966664190216,5497,
R,q49_citytier,objective,trend,medical-food,HC3,0.08492206197514161,0.048663026907206225,-0.010455718141686166,0.1802998420919694,0.0809666992446728,5497,
A,q42_age,objective,trend,food-cash,HC1,0.00815631995511474,0.05265893596498246,-0.09505329800045184,0.1113659379106813,0.876908376245745,5480,
A,q42_age,objective,trend,medical-cash,HC1,-0.004178639845205584,0.052735613551056,-0.10753854310789777,0.0991812634174866,0.9368436925268067,5480,
A,q42_age,objective,trend,medical-food,HC1,-0.012334959800320323,0.052557250354803506,-0.11534527762219018,0.09067535802154952,0.8144449381632627,5480,
A,q42_age,objective,trend,food-cash,HC3,0.00815631995511474,0.052893615939912125,-0.09551326229920676,0.11182590220943622,0.8774501881714587,5480,
A,q42_age,objective,trend,medical-cash,HC3,-0.004178639845205584,0.052960429429917785,-0.10797917413361958,0.09962189444320842,0.9371112326271243,5480,
A,q42_age,objective,trend,medical-food,HC3,-0.012334959800320323,0.05280995421170995,-0.11584056808048115,0.09117064847984052,0.8153167795270987,5480,
A,q06_socsec,subjective,trend,food-cash,HC1,0.052538972853679394,0.056708033271909944,-0.05860672999336318,0.16368467570072198,0.35419554014310584,5480,
A,q06_socsec,subjective,trend,medical-cash,HC1,0.06650844572697759,0.05586380410350135,-0.042982598355285936,0.17599948980924113,0.23383174039123633,5480,
A,q06_socsec,subjective,trend,medical-food,HC1,0.013969472873298194,0.05364532951064354,-0.09117344090634687,0.11911238665294326,0.794551949516306,5480,
A,q06_socsec,subjective,trend,food-cash,HC3,0.052538972853679394,0.05693997200005931,-0.05906132154715596,0.16413926725451475,0.3561593483544988,5480,
A,q06_socsec,subjective,trend,medical-cash,HC3,0.06650844572697759,0.05609510918948151,-0.043435947993248,0.1764528394472032,0.23576562221787012,5480,
A,q06_socsec,subjective,trend,medical-food,HC3,0.013969472873298194,0.05387208868999718,-0.09161788073104386,0.11955682647764025,0.7953974741836579,5480,
A,q07_emergfund,subjective,trend,food-cash,HC1,0.08133468247204961,0.05775482038132625,-0.0318626854089297,0.19453205035302892,0.15904958983386586,5480,
A,q07_emergfund,subjective,trend,medical-cash,HC1,0.04825007690626103,0.05565676076150033,-0.06083516968244168,0.15733532349496374,0.3859846839592721,5480,
A,q07_emergfund,subjective,trend,medical-food,HC1,-0.033084605565788586,0.053476190763898604,-0.13789601349342334,0.07172680236184616,0.5361277318740812,5480,
A,q07_emergfund,subjective,trend,food-cash,HC3,0.08133468247204961,0.057973738911339064,-0.03229175784330328,0.19496112278740252,0.16062956078712554,5480,
A,q07_emergfund,subjective,trend,medical-cash,HC3,0.04825007690626103,0.05586930137429733,-0.06125174162877589,0.15775189544129795,0.38779440305509927,5480,
A,q07_emergfund,subjective,trend,medical-food,HC3,-0.033084605565788586,0.05367328000688302,-0.13828230131141306,0.07211309017983587,0.5376256879566745,5480,
A,q09_gain,subjective,trend,food-cash,HC1,0.03516949411029771,0.05768579766283191,-0.07789259172831765,0.14823157994891306,0.5420782047601551,5480,
A,q09_gain,subjective,trend,medical-cash,HC1,0.047099796445728294,0.05546168666948147,-0.061603111948300614,0.1558027048397572,0.3957526381858639,5480,
A,q09_gain,subjective,trend,medical-food,HC1,0.011930302335430583,0.05412796464055139,-0.09415855891650768,0.11801916358736883,0.8255524673331389,5480,
A,q09_gain,subjective,trend,food-cash,HC3,0.03516949411029771,0.05793585071684002,-0.0783826867083978,0.14872167492899324,0.5438230462770248,5480,
A,q09_gain,subjective,trend,medical-cash,HC3,0.047099796445728294,0.05570133780827805,-0.06207281954919592,0.15627241244065251,0.3977884970227653,5480,
A,q09_gain,subjective,trend,medical-food,HC3,0.011930302335430583,0.05436621599340182,-0.09462552298736246,0.11848612765822364,0.8263047363668372,5480,
A,q10_effort,subjective,trend,food-cash,HC1,0.026973755760613012,0.05797265388865816,-0.08665055794936288,0.14059806947058892,0.6417279989512421,5480,
A,q10_effort,subjective,trend,medical-cash,HC1,0.03787038584042775,0.05544713715577761,-0.070804006030749,0.1465447777116045,0.4946069432463944,5480,
A,q10_effort,subjective,trend,medical-food,HC1,0.010896630079814736,0.05432203927451965,-0.09557261046501411,0.11736587062464357,0.8410166987755658,5480,
A,q10_effort,subjective,trend,food-cash,HC3,0.026973755760613012,0.05826371961515126,-0.08722103629042335,0.1411685478116494,0.6433932341428461,5480,
A,q10_effort,subjective,trend,medical-cash,HC3,0.03787038584042775,0.055717740141020475,-0.07133437813593406,0.14707514981678954,0.4967053721669722,5480,
A,q10_effort,subjective,trend,medical-food,HC3,0.010896630079814736,0.05457848982314983,-0.0960752443041448,0.11786850446377425,0.8417538249372635,5480,
A,q11_mobility,subjective,trend,food-cash,HC1,0.03636444518320201,0.0567557331784342,-0.07487474776269404,0.14760363812909805,0.5217056272019351,5480,
A,q11_mobility,subjective,trend,medical-cash,HC1,0.10841387217594801,0.054388447192792996,0.00181447450301514,0.2150132698488809,0.0462258289777377,5480,
A,q11_mobility,subjective,trend,medical-food,HC1,0.072049426992746,0.052117878608839076,-0.030099738031209092,0.17419859201670107,0.16683907368772888,5480,
A,q11_mobility,subjective,trend,food-cash,HC3,0.03636444518320201,0.056963374812379446,-0.07528171788691776,0.1480106082533218,0.5232244506426507,5480,
A,q11_mobility,subjective,trend,medical-cash,HC3,0.10841387217594801,0.05458626065499554,0.0014267672414409738,0.21540097711045506,0.04702201813766462,5480,
A,q11_mobility,subjective,trend,medical-food,HC3,0.072049426992746,0.052299748228329154,-0.03045619593529164,0.17455504992078363,0.16831917884044956,5480,
A,q13_pressure,subjective,trend,food-cash,HC1,0.053625821523184944,0.05700669042815425,-0.05810523859382162,0.16535688164019152,0.3468619655011883,5480,
A,q13_pressure,subjective,trend,medical-cash,HC1,0.10485865862881541,0.054881076873347326,-0.00270627547571943,0.21242359273335026,0.05604927178747619,5480,
A,q13_pressure,subjective,trend,medical-food,HC1,0.051232837105630466,0.05366875189070463,-0.05395598369536654,0.1564216579066275,0.339773922638552,5480,
A,q13_pressure,subjective,trend,food-cash,HC3,0.053625821523184944,0.057252467276278265,-0.058586952364378456,0.16583859541074836,0.34893594481202883,5480,
A,q13_pressure,subjective,trend,medical-cash,HC3,0.10485865862881541,0.05510457406622118,-0.0031443219243979803,0.2128616391820288,0.0570532050606625,5480,
A,q13_pressure,subjective,trend,medical-food,HC3,0.051232837105630466,0.05389050664778915,-0.054390615032652634,0.15685628924391357,0.34176486284369745,5480,
A,q15_fut_self,subjective,trend,food-cash,HC1,0.04742172440699656,0.055357312904468776,-0.06107661516667662,0.15592006398066974,0.3916395192767814,5480,
A,q15_fut_self,subjective,trend,medical-cash,HC1,0.06684645327875384,0.0543782262147823,-0.03973291164539129,0.17342581820289898,0.2189641733990494,5480,
A,q15_fut_self,subjective,trend,medical-food,HC1,0.01942472887175728,0.052921260763610325,-0.08429903624137164,0.1231484939848862,0.7135820026708868,5480,
A,q15_fut_self,subjective,trend,food-cash,HC3,0.04742172440699656,0.055565480587213334,-0.061484616327601105,0.15632806514159422,0.39341613897804406,5480,
A,q15_fut_self,subjective,trend,medical-cash,HC3,0.06684645327875384,0.05457750278583584,-0.04012348654761888,0.17381639310512656,0.22065108307614767,5480,
A,q15_fut_self,subjective,trend,medical-food,HC3,0.01942472887175728,0.05312713684837511,-0.08470254595278873,0.12355200369630329,0.7146432394842561,5480,
A,q17a_fut_econ,subjective,trend,food-cash,HC1,0.06593925682216473,0.0549051787023479,-0.04167291599917278,0.17355142964350223,0.22976436230979302,5480,
A,q17a_fut_econ,subjective,trend,medical-cash,HC1,0.039659419146957524,0.05419124186971048,-0.06655346319517402,0.14587230148908908,0.4642650970896931,5480,
A,q17a_fut_econ,subjective,trend,medical-food,HC1,-0.026279837675207203,0.05231139366485761,-0.12880828523942486,0.07624860988901047,0.6154050884514145,5480,
A,q17a_fut_econ,subjective,trend,food-cash,HC3,0.06593925682216473,0.055113646427964916,-0.042081505233321104,0.17396001887765056,0.23153137020002845,5480,
A,q17a_fut_econ,subjective,trend,medical-cash,HC3,0.039659419146957524,0.05439453447319569,-0.06695190937632844,0.14627074767024348,0.4659364008177701,5480,
A,q17a_fut_econ,subjective,trend,medical-food,HC3,-0.026279837675207203,0.05250983175398887,-0.12919721674728307,0.07663754139686868,0.6167409282300931,5480,
A,q17b_fut_job,subjective,trend,food-cash,HC1,0.031845950166838104,0.055877212046693644,-0.07767137300118909,0.14136327333486529,0.5687269886886976,5480,
A,q17b_fut_job,subjective,trend,medical-cash,HC1,0.08280379361058773,0.05375040307661425,-0.022545060574087117,0.18815264779526258,0.12343264257641207,5480,
A,q17b_fut_job,subjective,trend,medical-food,HC1,0.05095784344374963,0.05227059381247669,-0.05149063787922687,0.15340632476672614,0.3296170645479326,5480,
A,q17b_fut_job,subjective,trend,food-cash,HC3,0.031845950166838104,0.05607157177597919,-0.0780523110706337,0.14174421140430993,0.5700676966143252,5480,
A,q17b_fut_job,subjective,trend,medical-cash,HC3,0.08280379361058773,0.0539347743900934,-0.02290642170828859,0.18851400892946407,0.12472046759455155,5480,
A,q17b_fut_job,subjective,trend,medical-food,HC3,0.05095784344374963,0.05244282891418828,-0.05182821247545518,0.15374389936295443,0.33120791493816315,5480,
A,q17c_fut_price,subjective,trend,food-cash,HC1,0.10151137844621197,0.05539833614653387,-0.007067365204437848,0.2100901220968618,0.06689327967408577,5480,
A,q17c_fut_price,subjective,trend,medical-cash,HC1,0.13868223589516065,0.05380649038195466,0.033223452612028706,0.24414101917829262,0.009953925298240894,5480,
A,q17c_fut_price,subjective,trend,medical-food,HC1,0.037170857448948685,0.052648964716721876,-0.06601921721914623,0.1403609321170436,0.48018000672832994,5480,
A,q17c_fut_price,subjective,trend,food-cash,HC3,0.10151137844621197,0.05558651503959669,-0.0074361890574916045,0.21045894594991554,0.0678220790668503,5480,
A,q17c_fut_price,subjective,trend,medical-cash,HC3,0.13868223589516065,0.05398702061926199,0.032869619848785864,0.24449485194153545,0.010204927853074525,5480,
A,q17c_fut_price,subjective,trend,medical-food,HC3,0.037170857448948685,0.05282406724920362,-0.06636241187641222,0.1407041267743096,0.4816365850000517,5480,
A,q17e_fut_welfare,subjective,trend,food-cash,HC1,0.08258896907541205,0.05589318998551474,-0.02695967027725167,0.19213760842807576,0.1395091649769531,5480,
A,q17e_fut_welfare,subjective,trend,medical-cash,HC1,0.06051260258319474,0.054442617444782446,-0.04619296683267092,0.16721817199906042,0.2663560877330754,5480,
A,q17e_fut_welfare,subjective,trend,medical-food,HC1,-0.02207636649221731,0.05176504510962285,-0.12353399056516934,0.07938125758073472,0.6697636064264172,5480,
A,q17e_fut_welfare,subjective,trend,food-cash,HC3,0.08258896907541205,0.0561088776193738,-0.027382410271526075,0.19256034842235017,0.14103675461435186,5480,
A,q17e_fut_welfare,subjective,trend,medical-cash,HC3,0.06051260258319474,0.05465305546142906,-0.046605417766276316,0.16763062293266578,0.2682016182256758,5480,
A,q17e_fut_welfare,subjective,trend,medical-food,HC3,-0.02207636649221731,0.05195102690974569,-0.12389850819519005,0.07974577521075543,0.670876245033067,5480,
A,q18_ses_now,subjective,trend,food-cash,HC1,0.02378085841254967,0.055468235628406505,-0.08493488570510854,0.13249660253020787,0.6681202276607883,5480,
A,q18_ses_now,subjective,trend,medical-cash,HC1,0.03668679760260168,0.053796581824581136,-0.06875256526493942,0.14212616047014276,0.49526799777582053,5480,
A,q18_ses_now,subjective,trend,medical-food,HC1,0.012905939190052007,0.053358365382335675,-0.09167453523325471,0.11748641361335872,0.8088786985531485,5480,
A,q18_ses_now,subjective,trend,food-cash,HC3,0.02378085841254967,0.05564734295419529,-0.08528592961302184,0.13284764643812116,0.6691248594364649,5480,
A,q18_ses_now,subjective,trend,medical-cash,HC3,0.03668679760260168,0.0539661694385084,-0.06908495088046093,0.1424585460856643,0.4966241173591438,5480,
A,q18_ses_now,subjective,trend,medical-food,HC3,0.012905939190052007,0.05352340742503484,-0.09199801169288,0.11780989007298401,0.8094566794420409,5480,
A,q19_ses_past5,subjective,trend,food-cash,HC1,0.03735079244404049,0.05500221955876166,-0.0704515769608969,0.1451531618489779,0.4970884965947526,5480,
A,q19_ses_past5,subjective,trend,medical-cash,HC1,0.08415582102043621,0.053566225031158585,-0.020832050828402546,0.18914369286927496,0.1161684198763253,5480,
A,q19_ses_past5,subjective,trend,medical-food,HC1,0.04680502857639572,0.05226004439765915,-0.05562277627348043,0.14923283342627186,0.3704568992292895,5480,
A,q19_ses_past5,subjective,trend,food-cash,HC3,0.03735079244404049,0.055201571022934874,-0.07084229865094173,0.1455438835390227,0.4986435744714032,5480,
A,q19_ses_past5,subjective,trend,medical-cash,HC3,0.08415582102043621,0.05376037051649944,-0.02121256898743168,0.1895242110283041,0.11749203826118806,5480,
A,q19_ses_past5,subjective,trend,medical-food,HC3,0.04680502857639572,0.05244419685398632,-0.055983708455546274,0.1495937656083377,0.3721394699142174,5480,
A,q20_ses_next1,subjective,trend,food-cash,HC1,0.025020111239971513,0.05445256163848064,-0.0817049484373979,0.13174517091734092,0.6458862382971635,5480,
A,q20_ses_next1,subjective,trend,medical-cash,HC1,0.06608483310758537,0.05387089322527083,-0.03950017742894826,0.171669843644119,0.21992553803427162,5480,
A,q20_ses_next1,subjective,trend,medical-food,HC1,0.041064721867613854,0.0528273740061666,-0.06247502858230011,0.14460447231752782,0.4369594189498883,5480,
A,q20_ses_next1,subjective,trend,food-cash,HC3,0.025020111239971513,0.05465149541323941,-0.08209485147123369,0.1321350739511767,0.6470875029610524,5480,
A,q20_ses_next1,subjective,trend,medical-cash,HC3,0.06608483310758537,0.05407032947089544,-0.039891065287584376,0.1720607315027551,0.22163146948583634,5480,
A,q20_ses_next1,subjective,trend,medical-food,HC3,0.041064721867613854,0.053022158642068995,-0.06285679945341055,0.14498624318863826,0.4386456481130381,5480,
A,q01_lifesat,attitudes,trend,food-cash,HC1,0.05090629788758343,0.056700111677533103,-0.0602238789197804,0.16203647469494725,0.36928336706782516,5480,
A,q01_lifesat,attitudes,trend,medical-cash,HC1,0.04157300201812538,0.05577124949186437,-0.06773663835872656,0.15088264239497734,0.4560178870811047,5480,
A,q01_lifesat,attitudes,trend,medical-food,HC1,-0.009333295869458046,0.053614550880443465,-0.11441588464241748,0.0957492929035014,0.8618014937075346,5480,
A,q01_lifesat,attitudes,trend,food-cash,HC3,0.05090629788758343,0.05698510123886698,-0.060782448195964664,0.1625950439711315,0.3716823803026288,5480,
A,q01_lifesat,attitudes,trend,medical-cash,HC3,0.04157300201812538,0.056045831903150004,-0.0682748099956346,0.15142081403188534,0.4582279401864733,5480,
A,q01_lifesat,attitudes,trend,medical-food,HC3,-0.009333295869458046,0.05389466910444282,-0.11496490627286954,0.09629831453395346,0.8625126116196902,5480,
A,q02_safety,attitudes,trend,food-cash,HC1,0.06322818572198578,0.055270171827416045,-0.04509936047909001,0.17155573192306156,0.2526303214962785,5480,
A,q02_safety,attitudes,trend,medical-cash,HC1,-0.006233338265315441,0.054760131779066516,-0.11356122434095309,0.1010945478103222,0.9093726656728058,5480,
A,q02_safety,attitudes,trend,medical-food,HC1,-0.06946152398730122,0.051974507518498594,-0.17132968683776473,0.03240663886316228,0.18140101727062785,5480,
A,q02_safety,attitudes,trend,food-cash,HC3,0.06322818572198578,0.055580179378396835,-0.045706964113947826,0.1721633355579194,0.25528624135449096,5480,
A,q02_safety,attitudes,trend,medical-cash,HC3,-0.006233338265315441,0.05504609771980596,-0.11412170728560751,0.10165503075497663,0.9098414628732172,5480,
A,q02_safety,attitudes,trend,medical-food,HC3,-0.06946152398730122,0.05224284446480379,-0.17185561758824436,0.032932569613641924,0.18365364448587096,5480,
A,q03a_fair_dist,attitudes,trend,food-cash,HC1,0.032779147434074285,0.05514868877613025,-0.07531029636174932,0.1408685912298979,0.5522595609062417,5480,
A,q03a_fair_dist,attitudes,trend,medical-cash,HC1,0.11070883917789942,0.05342485371855448,0.00599805001021185,0.21541962834558698,0.0382435527819046,5480,
A,q03a_fair_dist,attitudes,trend,medical-food,HC1,0.07792969174382514,0.05142526986380632,-0.022861985084488265,0.17872136857213855,0.12967193572041055,5480,
A,q03a_fair_dist,attitudes,trend,food-cash,HC3,0.032779147434074285,0.055331896527644454,-0.07566937695640572,0.14122767182455429,0.5535763303812673,5480,
A,q03a_fair_dist,attitudes,trend,medical-cash,HC3,0.11070883917789942,0.053600950670248705,0.005652906327103885,0.21576477202869496,0.03888263645928514,5480,
A,q03a_fair_dist,attitudes,trend,medical-food,HC3,0.07792969174382514,0.051587994324032035,-0.023180919165934386,0.17904030265358467,0.1308861069803544,5480,
A,q03b_fair_opp,attitudes,trend,food-cash,HC1,0.03018556785590714,0.05505203268431334,-0.07771443348106893,0.1380855691928832,0.5834792140920211,5480,
A,q03b_fair_opp,attitudes,trend,medical-cash,HC1,0.07562504646444079,0.05325018323913948,-0.028743394854431017,0.1799934877833126,0.15555418477662505,5480,
A,q03b_fair_opp,attitudes,trend,medical-food,HC1,0.04543947860853365,0.051497892919495,-0.0554945367933768,0.1463734940104441,0.37758428192908633,5480,
A,q03b_fair_opp,attitudes,trend,food-cash,HC3,0.03018556785590714,0.0552366958796941,-0.0780763666932853,0.13844750240509957,0.5847382925772864,5480,
A,q03b_fair_opp,attitudes,trend,medical-cash,HC3,0.07562504646444079,0.05342818607365172,-0.029092273999221055,0.18034236692810263,0.15693593772923314,5480,
A,q03b_fair_opp,attitudes,trend,medical-food,HC3,0.04543947860853365,0.051663746402718896,-0.055819603647206166,0.14669856086427346,0.37911750176442716,5480,
A,q03c_fair_rule,attitudes,trend,food-cash,HC1,0.03149977156388212,0.05480384899534301,-0.07591379868116181,0.13891334180892606,0.5654448433685415,5480,
A,q03c_fair_rule,attitudes,trend,medical-cash,HC1,0.05549462656292916,0.05367096892115378,-0.0496985395379008,0.16068779266375913,0.30114622644344113,5480,
A,q03c_fair_rule,attitudes,trend,medical-food,HC1,0.023994854999047042,0.0519918700750423,-0.07790733783692166,0.12589704783501576,0.64443154775116,5480,
A,q03c_fair_rule,attitudes,trend,food-cash,HC3,0.03149977156388212,0.0550060934115573,-0.07631019045301615,0.1393097335807804,0.5668751461464001,5480,
A,q03c_fair_rule,attitudes,trend,medical-cash,HC3,0.05549462656292916,0.05386841556391916,-0.050085527846589296,0.16107478097244762,0.30292148930184704,5480,
A,q03c_fair_rule,attitudes,trend,medical-food,HC3,0.023994854999047042,0.05218712920587372,-0.07829003870100384,0.12627974869909792,0.6456706087681381,5480,
A,q04_trust_gov,attitudes,trend,food-cash,HC1,0.01594765813238637,0.05621539121640212,-0.0942324840285911,0.12612780029336385,0.7766491341067313,5480,
A,q04_trust_gov,attitudes,trend,medical-cash,HC1,0.017417376935698885,0.05452847345052967,-0.08945646715928779,0.12429122103068557,0.7494095491997033,5480,
A,q04_trust_gov,attitudes,trend,medical-food,HC1,0.0014697188033125155,0.052082287081572996,-0.10060968810904627,0.10354912571567132,0.9774873495449138,5480,
A,q04_trust_gov,attitudes,trend,food-cash,HC3,0.01594765813238637,0.05645629887588984,-0.09470465436478685,0.12659997062955958,0.7775770713155341,5480,
A,q04_trust_gov,attitudes,trend,medical-cash,HC3,0.017417376935698885,0.05478117605103447,-0.0899517551550768,0.12478650902647459,0.7505269907313277,5480,
A,q04_trust_gov,attitudes,trend,medical-food,HC3,0.0014697188033125155,0.05231389118211873,-0.1010636238047877,0.10400306141141274,0.9775869912911332,5480,
A,q05_trust_soc,attitudes,trend,food-cash,HC1,0.051550341666577223,0.05631610068342051,-0.058827187422658495,0.16192787075581294,0.3599948819593216,5480,
A,q05_trust_soc,attitudes,trend,medical-cash,HC1,0.11302019307712338,0.053451484440634425,0.008257208653276837,0.21778317750096993,0.034477327032572544,5480,
A,q05_trust_soc,attitudes,trend,medical-food,HC1,0.06146985141054616,0.052132104013606975,-0.04070719489441951,0.16364689771551183,0.23835158005890156,5480,
A,q05_trust_soc,attitudes,trend,food-cash,HC3,0.051550341666577223,0.056555378906413496,-0.0592961641220095,0.16239684745516395,0.36203092594129604,5480,
A,q05_trust_soc,attitudes,trend,medical-cash,HC3,0.11302019307712338,0.05366810813897915,0.007832634006323308,0.21820775214792346,0.03521219115788307,5480,
A,q05_trust_soc,attitudes,trend,medical-food,HC3,0.06146985141054616,0.05232713058258577,-0.04108943994564637,0.1640291427667387,0.24010580240854162,5480,
A,q08_support,attitudes,trend,food-cash,HC1,0.03070922476695696,0.05703608990753496,-0.08107945727080003,0.14249790680471394,0.590288897862657,5480,
A,q08_support,attitudes,trend,medical-cash,HC1,-0.026285971873746653,0.05513360543712039,-0.13434585286834433,0.08177390912085102,0.6335269075973122,5480,
A,q08_support,attitudes,trend,medical-food,HC1,-0.05699519664070361,0.05369418066980542,-0.16223385693290898,0.04824346365150177,0.28847268237032897,5480,
A,q08_support,attitudes,trend,food-cash,HC3,0.03070922476695696,0.05728911068750792,-0.08157536888688725,0.14299381842080117,0.5919312693016601,5480,
A,q08_support,attitudes,trend,medical-cash,HC3,-0.026285971873746653,0.055367724828446825,-0.13480471844342656,0.08223277469593326,0.6349633144920961,5480,
A,q08_support,attitudes,trend,medical-food,HC3,-0.05699519664070361,0.05395009844236179,-0.16273544655012318,0.04874505326871596,0.2907659304031255,5480,
A,q12_voice,attitudes,trend,food-cash,HC1,0.022288793708035638,0.056425172454662276,-0.08830251212456394,0.1328800995406352,0.6928317628462022,5480,
A,q12_voice,attitudes,trend,medical-cash,HC1,0.06341151007798708,0.0542601305492038,-0.0429363915948939,0.16975941175086806,0.24254163996953004,5480,
A,q12_voice,attitudes,trend,medical-food,HC1,0.04112271636995144,0.05386553002418149,-0.06445178248560524,0.1466972152255081,0.44520528103131685,5480,
A,q12_voice,attitudes,trend,food-cash,HC3,0.022288793708035638,0.05662440717403207,-0.08869300499899868,0.13327059241506994,0.6938577718804624,5480,
A,q12_voice,attitudes,trend,medical-cash,HC3,0.06341151007798708,0.05444901240144766,-0.04330659322262509,0.17012961337859925,0.2441795289179065,5480,
A,q12_voice,attitudes,trend,medical-food,HC3,0.04112271636995144,0.05405059486570738,-0.06481450290980059,0.14705993564970346,0.44676521923822443,5480,
A,q16_fut_society,attitudes,trend,food-cash,HC1,0.03459765154384856,0.05446852581340385,-0.07215869734141324,0.14135400042911034,0.5253070350434287,5480,
A,q16_fut_society,attitudes,trend,medical-cash,HC1,-0.002782708253070726,0.05431868353783394,-0.10924537167485397,0.10367995516871252,0.9591428027297099,5480,
A,q16_fut_society,attitudes,trend,medical-food,HC1,-0.03738035979691928,0.05398110184319614,-0.14318137525537245,0.06842065566153388,0.48864144949153965,5480,
A,q16_fut_society,attitudes,trend,food-cash,HC3,0.03459765154384856,0.05467915729560176,-0.07257152746053143,0.14176683054822853,0.5269039033381697,5480,
A,q16_fut_society,attitudes,trend,medical-cash,HC3,-0.002782708253070726,0.054540265743404044,-0.10967966481738634,0.10411424831124488,0.9593086500867182,5480,
