sample,outcome,variable,concept,family,estimand,effect,se,lo,hi,p,N,q
raw,mpc_midpoint,q03a_fair_dist,distribution fairness,attitudes,medical-cash,0.020692983010088834,0.008754489154234452,0.0035344995647427907,0.03785146645543488,0.01809347432263173,5497,
raw,mpc_midpoint,q03a_fair_dist,distribution fairness,attitudes,restricted-cash,0.012617683481606549,0.007959500819792385,-0.0029826514601035605,0.028218018423316657,0.11291283127250211,5497,
raw,mpc_midpoint,q03a_fair_dist,distribution fairness,attitudes,medical-food,0.01615059905696457,0.008354553202306374,-0.0002240243264796972,0.03252522244040884,0.05321780271076204,5497,
raw,mpc_midpoint,q03b_fair_opp,opportunity fairness,attitudes,level,-0.0016622663564063644,0.003580892000724444,-0.008680685710353853,0.005356152997541123,0.6425012023232286,5497,
raw,mpc_midpoint,q03b_fair_opp,opportunity fairness,attitudes,food-cash,0.0031576449653289936,0.009204519185099019,-0.014882881132473052,0.02119817106313104,0.7315580126310166,5497,
raw,mpc_midpoint,q03b_fair_opp,opportunity fairness,attitudes,medical-cash,0.013913259053481628,0.008753350449151437,-0.003242992570912694,0.03106951067787595,0.11195248902052453,5497,
raw,mpc_midpoint,q03b_fair_opp,opportunity fairness,attitudes,restricted-cash,0.00853545200940531,0.007951879803815003,-0.007049946015463526,0.024120850034274145,0.283097086067544,5497,
raw,mpc_midpoint,q03b_fair_opp,opportunity fairness,attitudes,medical-food,0.010755614088152635,0.008352189256221833,-0.005614376046104541,0.02712560422240981,0.19782956815260033,5497,
raw,mpc_midpoint,q03c_fair_rule,rule fairness,attitudes,level,0.0008129387744888491,0.0036074839868512018,-0.006257599914544472,0.00788347746352217,0.8217086748306375,5497,
raw,mpc_midpoint,q03c_fair_rule,rule fairness,attitudes,food-cash,0.003093167411015278,0.00917326255149255,-0.014886096810640122,0.02107243163267068,0.7359707982249517,5497,
raw,mpc_midpoint,q03c_fair_rule,rule fairness,attitudes,medical-cash,0.008159642885227763,0.00884983580988379,-0.009185716571237327,0.025505002341692853,0.3565230194877761,5497,
raw,mpc_midpoint,q03c_fair_rule,rule fairness,attitudes,restricted-cash,0.00562640514812152,0.007939886919376481,-0.009935487255177063,0.021188297551420102,0.47855700071162866,5497,
raw,mpc_midpoint,q03c_fair_rule,rule fairness,attitudes,medical-food,0.005066475474212484,0.008530501874514252,-0.01165300096988687,0.02178595191831184,0.5525625007373103,5497,
raw,mpc_midpoint,q04_trust_gov,institutional trust,attitudes,level,-0.0001485336795086449,0.0036591731077786197,-0.007320381183952241,0.007023313824934952,0.9676210476562698,5497,
raw,mpc_midpoint,q04_trust_gov,institutional trust,attitudes,food-cash,0.0006445550877398015,0.009463378422537468,-0.017903325792507103,0.01919243596798671,0.9456977012763823,5497,
raw,mpc_midpoint,q04_trust_gov,institutional trust,attitudes,medical-cash,0.0038798878678395336,0.009086472569037789,-0.013929271113985673,0.02168904684966474,0.6693822069398003,5497,
raw,mpc_midpoint,q04_trust_gov,institutional trust,attitudes,restricted-cash,0.0022622214777896677,0.008229817742137614,-0.0138679248961288,0.018392367851708134,0.7834075764554274,5497,
raw,mpc_midpoint,q04_trust_gov,institutional trust,attitudes,medical-food,0.003235332780099732,0.008562676541644889,-0.013547204852790234,0.020017870412989698,0.7055484959299515,5497,
raw,mpc_midpoint,q05_trust_soc,generalized trust,attitudes,level,0.0015922238448475962,0.0036454874878212003,-0.005552800337373355,0.008737248027068548,0.6622812863953406,5497,
raw,mpc_midpoint,q05_trust_soc,generalized trust,attitudes,food-cash,0.0058194439540531625,0.009458903857109905,-0.012719666939109253,0.02435855484721558,0.5383998690744722,5497,
raw,mpc_midpoint,q05_trust_soc,generalized trust,attitudes,medical-cash,0.02238894028591209,0.008792662346907818,0.005155638757751338,0.03962224181407284,0.010886504593822519,5497,
raw,mpc_midpoint,q05_trust_soc,generalized trust,attitudes,restricted-cash,0.014104192119982626,0.008081428850957818,-0.0017351173715176096,0.02994350161148286,0.08093967289931794,5497,
raw,mpc_midpoint,q05_trust_soc,generalized trust,attitudes,medical-food,0.016569496331858925,0.00850444457664254,-9.890874687744008e-05,0.033237901410595294,0.051375042171329446,5497,
raw,mpc_midpoint,q08_support,social support,attitudes,level,0.004952066647829713,0.003765844595269357,-0.002428853130273043,0.01233298642593247,0.18851159767567582,5497,
raw,mpc_midpoint,q08_support,social support,attitudes,food-cash,0.005145816390900986,0.009636934041414016,-0.013742227251658516,0.02403386003346049,0.5933635306234143,5497,
raw,mpc_midpoint,q08_support,social support,attitudes,medical-cash,-6.662242236732903e-05,0.009205608096305952,-0.01810928274691732,0.017976037902182666,0.9942256353269944,5497,
raw,mpc_midpoint,q08_support,social support,attitudes,restricted-cash,0.0025395969842668285,0.008319735443716916,-0.013766784846319692,0.01884597881485335,0.7601759607467911,5497,
raw,mpc_midpoint,q08_support,social support,attitudes,medical-food,-0.005212438813268315,0.00885186109634115,-0.022561767758248204,0.012136890131711575,0.5559603546951416,5497,
raw,mpc_midpoint,q12_voice,voice/response,attitudes,level,-0.0009307525395165328,0.003715625378851852,-0.008213244462109156,0.00635173938307609,0.802203122437968,5497,
raw,mpc_midpoint,q12_voice,voice/response,attitudes,food-cash,-0.00021657697976821554,0.009522464597871717,-0.018880264635654467,0.01844711067611804,0.9818546417477215,5497,
raw,mpc_midpoint,q12_voice,voice/response,attitudes,medical-cash,0.011875713005469194,0.008953384301136572,-0.005672597764504808,0.029424023775443196,0.18470930692604826,5497,
raw,mpc_midpoint,q12_voice,voice/response,attitudes,restricted-cash,0.005829568012850489,0.008098914083359467,-0.010044011904418292,0.02170314793011927,0.4716504521277467,5497,
raw,mpc_midpoint,q12_voice,voice/response,attitudes,medical-food,0.01209228998523741,0.008905684005429602,-0.00536252992309902,0.029547109893573842,0.17452172910785335,5497,
raw,mpc_midpoint,q16_fut_society,national outlook,attitudes,level,0.0038532622569018727,0.003689409359157138,-0.0033778472112711184,0.011084371725074864,0.2962949582827554,5497,
raw,mpc_midpoint,q16_fut_society,national outlook,attitudes,food-cash,0.0032425816793873155,0.009146714251677832,-0.014684648830780467,0.021169812189555097,0.7229583486829012,5497,
raw,mpc_midpoint,q16_fut_society,national outlook,attitudes,medical-cash,-0.00025527294205407886,0.00903558417762304,-0.0179646925094752,0.017454146625367043,0.9774611974831716,5497,
raw,mpc_midpoint,q16_fut_society,national outlook,attitudes,restricted-cash,0.0014936543686666184,0.007917072810198197,-0.014023523202303163,0.0170108319396364,0.8503573820331684,5497,
raw,mpc_midpoint,q16_fut_society,national outlook,attitudes,medical-food,-0.0034978546214413943,0.008938017595507294,-0.021016047201820983,0.014020337958938195,0.6955417340544626,5497,
raw,mpc_midpoint,q17d_fut_fair,fairness outlook,attitudes,level,-0.0013470590315597573,0.003647075076280142,-0.008495194829982506,0.005801076766862992,0.7118644394540622,5497,
raw,mpc_midpoint,q17d_fut_fair,fairness outlook,attitudes,food-cash,0.012449566381132374,0.009284297318416578,-0.005747321984725922,0.03064645474699067,0.17994410496265956,5497,
raw,mpc_midpoint,q17d_fut_fair,fairness outlook,attitudes,medical-cash,0.01776583675558535,0.00887202534085411,0.0003769866175846008,0.0351546868935861,0.0452357546570237,5497,
raw,mpc_midpoint,q17d_fut_fair,fairness outlook,attitudes,restricted-cash,0.015107701568358863,0.007998861557908049,-0.0005697790024628609,0.030785182139180585,0.05892781921275651,5497,
raw,mpc_midpoint,q17d_fut_fair,fairness outlook,attitudes,medical-food,0.005316270374452977,0.008596212875488408,-0.011531997264943798,0.022164538013849752,0.5362831536998267,5497,
raw,mpc_midpoint,q21_order,social order,attitudes,level,0.009059981693324878,0.0035949355458399163,0.0020140374967358016,0.016105925889913955,0.01172858412244923,5497,
raw,mpc_midpoint,q21_order,social order,attitudes,food-cash,-0.001441841371382269,0.009164659543107245,-0.019404244006443777,0.01652056126367924,0.8749877459989371,5497,
raw,mpc_midpoint,q21_order,social order,attitudes,medical-cash,0.0051330397697613135,0.008734251861669139,-0.011985779311012117,0.022251858850534743,0.5567398283670368,5497,
raw,mpc_midpoint,q21_order,social order,attitudes,restricted-cash,0.0018455991991895224,0.007876345891060784,-0.013591755077069655,0.017282953475448698,0.8147351972627453,5497,
raw,mpc_midpoint,q21_order,social order,attitudes,medical-food,0.006574881141143582,0.00850934673554643,-0.010103131992490902,0.023252894274778065,0.43972019611145763,5497,
raw,mpc_midpoint,q22_vitality,social vitality,attitudes,level,0.004103798948448045,0.003692766797329385,-0.003133890977622871,0.011341488874518961,0.26643606921009855,5497,
raw,mpc_midpoint,q22_vitality,social vitality,attitudes,food-cash,-0.004053771517456619,0.009475867906592033,-0.022626131336635963,0.014518588301722724,0.6687971036903548,5497,
raw,mpc_midpoint,q22_vitality,social vitality,attitudes,medical-cash,-0.0016922492131292565,0.008908381071213113,-0.019152355273265306,0.01576785684700679,0.849339318852948,5497,
raw,mpc_midpoint,q22_vitality,social vitality,attitudes,restricted-cash,-0.0028730103652929375,0.008072726136732206,-0.018695262850343227,0.012949242119757353,0.7219222157754466,5497,
raw,mpc_midpoint,q22_vitality,social vitality,attitudes,medical-food,0.0023615223043273624,0.008810619880095887,-0.014906975342133186,0.019630019950787912,0.788675190693058,5497,
raw,mpc_alt,q42_age,age,objective,level,0.0067284198218229155,0.003910548190263149,-0.0009361137909011429,0.014392953434546975,0.08532665585002978,5497,
raw,mpc_alt,q42_age,age,objective,food-cash,-0.005484267691036401,0.00969777586712025,-0.02449155912073378,0.01352302373866098,0.5717214230605353,5497,
raw,mpc_alt,q42_age,age,objective,medical-cash,-0.004093694244962735,0.00952793137903428,-0.022768096595038975,0.014580708105113502,0.6674488451025669,5497,
raw,mpc_alt,q42_age,age,objective,restricted-cash,-0.004788980967999568,0.008350321979778327,-0.02115531130767829,0.011577349371679153,0.5663004183828819,5497,
raw,mpc_alt,q42_age,age,objective,medical-food,0.0013905734460736658,0.009526025278209995,-0.017280093015036073,0.020061239907183406,0.8839401374437071,5497,
raw,mpc_alt,q41_gender,gender,objective,level,-0.012462411466583473,0.003804539890732824,-0.01991917263016576,-0.005005650303001185,0.0010541221272233827,5497,
raw,mpc_alt,q41_gender,gender,objective,food-cash,-0.0010570744502774007,0.00976284018777408,-0.020191889605134853,0.018077740704580052,0.9137773151475099,5497,
raw,mpc_alt,q41_gender,gender,objective,medical-cash,0.0032906224075992807,0.009222396414523451,-0.01478494241601801,0.021366187231216572,0.7212357426671447,5497,
raw,mpc_alt,q41_gender,gender,objective,restricted-cash,0.00111677397866094,0.00836060246481366,-0.015269705741430639,0.017503253698752518,0.8937380388814893,5497,
raw,mpc_alt,q41_gender,gender,objective,medical-food,0.004347696857876681,0.009007363322230892,-0.013306410849362918,0.02200180456511628,0.6293211741374143,5497,
raw,mpc_alt,q43_edu,education,objective,level,0.017470012221383096,0.003959075448424775,0.009710366930393772,0.025229657512372418,1.0211324557154971e-05,5497,
raw,mpc_alt,q43_edu,education,objective,food-cash,0.008659867702440743,0.009921730069628185,-0.010786365898358585,0.02810610130324007,0.3827621161849002,5497,
raw,mpc_alt,q43_edu,education,objective,medical-cash,-0.01971042386972749,0.009799303980154224,-0.038916706744389774,-0.000504140995065204,0.044282104940445384,5497,
raw,mpc_alt,q43_edu,education,objective,restricted-cash,-0.005525278083643373,0.008713256986815864,-0.022602947965844458,0.011552391798557713,0.5260004471115574,5497,
raw,mpc_alt,q43_edu,education,objective,medical-food,-0.028370291572168232,0.009233135050830737,-0.046466903736190876,-0.010273679408145584,0.002121595376875615,5497,
raw,mpc_alt,income_h,monthly income harmonized 1-6,objective,level,0.02247503739670572,0.004054323417779644,0.01452870951618028,0.03042136527723116,2.96528327897806e-08,5497,
raw,mpc_alt,income_h,monthly income harmonized 1-6,objective,food-cash,0.003411803622322985,0.010171714228317112,-0.01652438992621218,0.023347997170858153,0.7373077465622562,5497,
raw,mpc_alt,income_h,monthly income harmonized 1-6,objective,medical-cash,-0.026835407592587443,0.010113199355477515,-0.046656914097797056,-0.007013901087377827,0.007966099795483274,5497,
raw,mpc_alt,income_h,monthly income harmonized 1-6,objective,restricted-cash,-0.011711801985132228,0.008988350992982347,-0.02932864621178246,0.0059050422415180045,0.19257549686235675,5497,
raw,mpc_alt,income_h,monthly income harmonized 1-6,objective,medical-food,-0.03024721121491043,0.009397836389306441,-0.048666632070551,-0.011827790359269862,0.001288498327737186,5497,
raw,mpc_alt,q23_hukou,hukou,objective,level,0.018107852838703774,0.003823779709298023,0.01061338232366461,0.025602323353742937,2.184187821123569e-06,5497,
raw,mpc_alt,q23_hukou,hukou,objective,food-cash,-0.007989542533586146,0.009622409211522994,-0.02684911803267767,0.010870032965505379,0.4063658887830768,5497,
raw,mpc_alt,q23_hukou,hukou,objective,medical-cash,0.013049188857517656,0.009279623459980938,-0.005138538914137946,0.03123691662917326,0.1596589108274813,5497,
raw,mpc_alt,q23_hukou,hukou,objective,restricted-cash,0.0025298231619657547,0.008278697300154621,-0.013696125385246286,0.018755771709177794,0.7599227171637407,5497,
raw,mpc_alt,q23_hukou,hukou,objective,medical-food,0.0210387313911038,0.009124528767871398,0.003154983630176224,0.038922479152031376,0.021125529626906864,5497,
raw,mpc_alt,q24_workstat,employment status,objective,level,-0.01805358109052542,0.0038204975623126708,-0.025541618715681325,-0.010565543465369514,2.296031073747756e-06,5497,
raw,mpc_alt,q24_workstat,employment status,objective,food-cash,-0.012386634394722753,0.009501497870719883,-0.031009228020517733,0.006235959231072228,0.19235270412724137,5497,
raw,mpc_alt,q24_workstat,employment status,objective,medical-cash,0.00936215954199835,0.009703473970547912,-0.009656299965197433,0.028380619049194134,0.33463219987068904,5497,
raw,mpc_alt,q24_workstat,employment status,objective,restricted-cash,-0.0015122374263622012,0.008508047117102369,-0.01818770335465268,0.015163228501928278,0.8589255884825001,5497,
raw,mpc_alt,q24_workstat,employment status,objective,medical-food,0.021748793936721106,0.008906417617732447,0.004292536174692482,0.03920505169874973,0.014609226306001958,5497,
raw,mpc_alt,q25_unittype,work-unit type,objective,level,-0.013074919254819118,0.004010302331078998,-0.020934967390850975,-0.005214871118787259,0.0011128165168724016,5497,
raw,mpc_alt,q25_unittype,work-unit type,objective,food-cash,-0.004822013540325439,0.010129937968409561,-0.024676327124033025,0.015032300043382145,0.6340629096225983,5497,
raw,mpc_alt,q25_unittype,work-unit type,objective,medical-cash,0.011216332813920649,0.009901281583334398,-0.008189822490204494,0.03062248811804579,0.2572914199464733,5497,
raw,mpc_alt,q25_unittype,work-unit type,objective,restricted-cash,0.003197159636797605,0.008822713616587246,-0.014095041297624525,0.020489360571219736,0.7170693807414475,5497,
raw,mpc_alt,q25_unittype,work-unit type,objective,medical-food,0.016038346354246086,0.009483719641119145,-0.002549402581822565,0.03462609529031474,0.09080908622179487,5497,
raw,mpc_alt,q26_housing,housing tenure,objective,level,-0.011394576003043852,0.004046788275315142,-0.01932613527572049,-0.003463016730367212,0.00486698097576664,5497,
raw,mpc_alt,q26_housing,housing tenure,objective,food-cash,0.00047486712573996566,0.010298016272145731,-0.019708873879873093,0.020658608131353028,0.9632205946274376,5497,
raw,mpc_alt,q26_housing,housing tenure,objective,medical-cash,0.009110121424683617,0.009880024310693361,-0.010254370390655545,0.02847461324002278,0.3564895613362463,5497,
raw,mpc_alt,q26_housing,housing tenure,objective,restricted-cash,0.004792494275211791,0.008865258702705476,-0.012583093495721225,0.02216808204614481,0.588788339953316,5497,
raw,mpc_alt,q26_housing,housing tenure,objective,medical-food,0.008635254298943651,0.00964141024845222,-0.010261562548198074,0.027532071146085378,0.3704438667700658,5497,
raw,mpc_alt,q27_minorchild,minor child,needs,level,-0.007506804099115755,0.0038063311956412545,-0.014967076155803897,-4.6532042427613676e-05,0.048588047375845794,5497,
raw,mpc_alt,q27_minorchild,minor child,needs,food-cash,0.02092741291656095,0.00976341906403396,0.0017914631850826264,0.04006336264803928,0.03207688062217336,5497,
raw,mpc_alt,q27_minorchild,minor child,needs,medical-cash,0.011500927833819143,0.00915534726409824,-0.006443223069770725,0.029445078737409012,0.20904423480519174,5497,
raw,mpc_alt,q27_minorchild,minor child,needs,restricted-cash,0.016214170375190046,0.00830517748385886,-6.367837838630597e-05,0.0324920191287664,0.0509029921680516,5497,
raw,mpc_alt,q27_minorchild,minor child,needs,medical-food,-0.009426485082741808,0.009076650182680892,-0.027216392541065258,0.008363422375581641,0.29901765652620005,5497,
raw,mpc_alt,q28_hhsize,household size,needs,level,0.0205017898373866,0.003920694209726297,0.012817370391928328,0.028186209282844873,1.7031659994681468e-07,5497,
raw,mpc_alt,q28_hhsize,household size,needs,food-cash,-0.010816114965054349,0.010129751192019068,-0.0306700624737634,0.009037832543654705,0.2856300402999504,5497,
raw,mpc_alt,q28_hhsize,household size,needs,medical-cash,-0.0001733781047674255,0.009635630511989186,-0.019058866876601473,0.01871211066706662,0.9856440895607226,5497,
raw,mpc_alt,q28_hhsize,household size,needs,restricted-cash,-0.005494746534910887,0.00876520068786145,-0.02267422420038504,0.011684731130563265,0.5307365873080221,5497,
raw,mpc_alt,q28_hhsize,household size,needs,medical-food,0.010642736860286923,0.009143276040765152,-0.007277754880320753,0.0285632286008946,0.24442562739020313,5497,
raw,mpc_alt,q29_foodexp,monthly food spending,needs,level,0.043488193416375824,0.004089684054455321,0.03547255996149565,0.051503826871256,2.0785759173106215e-26,5497,
raw,mpc_alt,q29_foodexp,monthly food spending,needs,food-cash,-0.006593807882655274,0.010484411401986376,-0.027142876629649662,0.013955260864339116,0.5294044376953055,5497,
raw,mpc_alt,q29_foodexp,monthly food spending,needs,medical-cash,-0.02103759868258721,0.01004243499033154,-0.04072040958072187,-0.0013547877844525442,0.03618252472462389,5497,
raw,mpc_alt,q29_foodexp,monthly food spending,needs,restricted-cash,-0.013815703282621241,0.009076860145809705,-0.03160602226111525,0.0039746156958727664,0.12798914727155922,5497,
raw,mpc_alt,q29_foodexp,monthly food spending,needs,medical-food,-0.014443790799931936,0.00959110032978073,-0.0332420020184124,0.004354420418548532,0.13207804871196752,5497,
raw,mpc_alt,q30_medexp,annual OOP medical spending,needs,level,0.032302703694993475,0.00412817705941271,0.024211625336740095,0.040393782053246854,5.0793244544241795e-15,5497,
raw,mpc_alt,q30_medexp,annual OOP medical spending,needs,food-cash,-0.00514090621299242,0.010427567738397123,-0.025578563426602564,0.015296751000617725,0.6220047733050311,5497,
raw,mpc_alt,q30_medexp,annual OOP medical spending,needs,medical-cash,0.016094746380113663,0.009997449878833284,-0.003499895319643901,0.03568938807987122,0.10742292529832251,5497,
raw,mpc_alt,q30_medexp,annual OOP medical spending,needs,restricted-cash,0.005476920083560622,0.008957485668429264,-0.012079429218594428,0.02303326938571567,0.5409116499602162,5497,
raw,mpc_alt,q30_medexp,annual OOP medical spending,needs,medical-food,0.021235652593106082,0.009819376153138533,0.0019900289823030944,0.04048127620390907,0.03056984380096752,5497,
raw,mpc_alt,q31_gotsubsidy,prior subsidy,objective,level,-0.013658668009199034,0.003709006402534356,-0.02092818697659484,-0.006389149041803226,0.00023089631918255194,5497,
raw,mpc_alt,q31_gotsubsidy,prior subsidy,objective,food-cash,0.010151903023501442,0.009658095552620566,-0.008777616418881336,0.029081422465884223,0.29319940818643075,5497,
raw,mpc_alt,q31_gotsubsidy,prior subsidy,objective,medical-cash,0.006769422141226781,0.008870172652277073,-0.01061579679388841,0.024154641076341972,0.44536386787093873,5497,
raw,mpc_alt,q31_gotsubsidy,prior subsidy,objective,restricted-cash,0.008460662582364113,0.008160941635835748,-0.0075344891038073465,0.02445581426853557,0.29986344537662,5497,
raw,mpc_alt,q31_gotsubsidy,prior subsidy,objective,medical-food,-0.0033824808822746615,0.008804184893301403,-0.02063836618637703,0.013873404421827705,0.7008375379086691,5497,
raw,mpc_alt,q49_citytier,city tier,objective,level,-0.010358069197717245,0.0036870470735528528,-0.01758454867118464,-0.00313158972424985,0.004964735537651648,5497,
raw,mpc_alt,q49_citytier,city tier,objective,food-cash,0.004461864051474023,0.009628929220052783,-0.014410490429514786,0.02333421853246283,0.6430912058030412,5497,
raw,mpc_alt,q49_citytier,city tier,objective,medical-cash,0.02293778211908632,0.0090410261731949,0.005217696436340329,0.04065786780183231,0.011178227433934911,5497,
raw,mpc_alt,q49_citytier,city tier,objective,restricted-cash,0.013699823085280172,0.008291740985331482,-0.002551690615104192,0.029951336785664535,0.09848865903162973,5497,
raw,mpc_alt,q49_citytier,city tier,objective,medical-food,0.0184759180676123,0.008596568507669756,0.0016269534019483362,0.03532488273327626,0.0316169544691515,5497,
raw,mpc_alt,q06_socsec,perceived social protection,subjective_economic,level,-0.0036325772339876904,0.004206423705301578,-0.01187701620009431,0.00461186173211893,0.3878194582166802,5497,
raw,mpc_alt,q06_socsec,perceived social protection,subjective_economic,food-cash,0.007036595305809754,0.010702339728696136,-0.013939605112746846,0.02801279572436635,0.5108710666314371,5497,
raw,mpc_alt,q06_socsec,perceived social protection,subjective_economic,medical-cash,0.0123486771917202,0.010417416526180211,-0.008069084011545375,0.032766438394985775,0.23586420116917017,5497,
raw,mpc_alt,q06_socsec,perceived social protection,subjective_economic,restricted-cash,0.009692636248764977,0.00933163869772783,-0.008597039515521822,0.027982312013051777,0.29895110460995045,5497,
raw,mpc_alt,q06_socsec,perceived social protection,subjective_economic,medical-food,0.0053120818859104454,0.009889760480264138,-0.014071492471134813,0.024695656242955704,0.5911781799920098,5497,
raw,mpc_alt,q07_emergfund,emergency liquidity,subjective_economic,level,0.004286328486157686,0.004263439713027957,-0.0040698598016348925,0.012642516773950264,0.3147193858334226,5497,
raw,mpc_alt,q07_emergfund,emergency liquidity,subjective_economic,food-cash,0.009614330524540367,0.011086027197694788,-0.012113883514572918,0.03134254456365365,0.3858063584385627,5497,
raw,mpc_alt,q07_emergfund,emergency liquidity,subjective_economic,medical-cash,0.008176579582287347,0.010422316641257768,-0.012250785670050342,0.028603944834625035,0.4327314646419629,5497,
raw,mpc_alt,q07_emergfund,emergency liquidity,subjective_economic,restricted-cash,0.008895455053413857,0.00957414587625532,-0.009869526046779247,0.02766043615360696,0.35283097960823906,5497,
raw,mpc_alt,q07_emergfund,emergency liquidity,subjective_economic,medical-food,-0.0014377509422530202,0.009817957494207613,-0.020680594032645057,0.017805092148139016,0.8835733087615901,5497,
raw,mpc_alt,q09_gain,sense of gain,subjective_economic,level,0.002066499397210582,0.004216150984794216,-0.006197004686369162,0.010330003480790325,0.6240356481301932,5497,
raw,mpc_alt,q09_gain,sense of gain,subjective_economic,food-cash,0.0009364338485038038,0.010916489384609374,-0.020459492182944388,0.022332359879951993,0.9316400392568703,5497,
raw,mpc_alt,q09_gain,sense of gain,subjective_economic,medical-cash,0.007747428230549469,0.010211627401194086,-0.01226699369933329,0.027761850160432228,0.44803985793682477,5497,
raw,mpc_alt,q09_gain,sense of gain,subjective_economic,restricted-cash,0.004341931039526637,0.009304880710180524,-0.013895300032868672,0.022579162111921944,0.6407650383160817,5497,
raw,mpc_alt,q09_gain,sense of gain,subjective_economic,medical-food,0.006810994382045665,0.010028505831252008,-0.01284451586595819,0.02646650463004952,0.4970343180767961,5497,
raw,mpc_alt,q10_effort,returns to effort,subjective_economic,level,-0.0034635034997382947,0.0042133190165487555,-0.011721457027551577,0.004794450028074986,0.41105592351867626,5497,
raw,mpc_alt,q10_effort,returns to effort,subjective_economic,food-cash,0.0023713647236191047,0.010930355186005521,-0.019051737779182322,0.023794467226420528,0.8282455880408477,5497,
raw,mpc_alt,q10_effort,returns to effort,subjective_economic,medical-cash,0.009848409759828073,0.010233451599070747,-0.010208786811884417,0.02990560633154056,0.3358616705370767,5497,
raw,mpc_alt,q10_effort,returns to effort,subjective_economic,restricted-cash,0.006109887241723589,0.009356232811756623,-0.012227992100291315,0.02444776658373849,0.5137378664164634,5497,
raw,mpc_alt,q10_effort,returns to effort,subjective_economic,medical-food,0.007477045036208968,0.009911408705847918,-0.0119489590633097,0.026903049135727636,0.45061644187315386,5497,
raw,mpc_alt,q11_mobility,upward mobility,subjective_economic,level,-0.005242808955318496,0.00405599640948447,-0.01319241583933183,0.0027067979286948384,0.19614705109206299,5497,
raw,mpc_alt,q11_mobility,upward mobility,subjective_economic,food-cash,0.0062186577568731595,0.010622239909774765,-0.014600549901429373,0.027037865415175694,0.5582535686243957,5497,
raw,mpc_alt,q11_mobility,upward mobility,subjective_economic,medical-cash,0.022587352276658288,0.009955340361750897,0.0030752437137885787,0.042099460839527994,0.023276359720109396,5497,
raw,mpc_alt,q11_mobility,upward mobility,subjective_economic,restricted-cash,0.014403005016765724,0.009162700307133054,-0.003555557586349154,0.0323615676198806,0.11596978528417513,5497,
raw,mpc_alt,q11_mobility,upward mobility,subjective_economic,medical-food,0.016368694519785128,0.009384095969505636,-0.0020237956079133985,0.03476118464748365,0.08110649599107823,5497,
raw,mpc_alt,q13_pressure,pressure affordability,subjective_economic,level,-0.00015306707284601392,0.004190622814605639,-0.008366536862264937,0.00806040271657291,0.9708628744874687,5497,
raw,mpc_alt,q13_pressure,pressure affordability,subjective_economic,food-cash,0.0068893323542031475,0.010776568691129904,-0.014232354157333413,0.028011018865739708,0.5226355144992214,5497,
raw,mpc_alt,q13_pressure,pressure affordability,subjective_economic,medical-cash,0.01933778329055146,0.010151304792618037,-0.0005584084990687375,0.03923397508017165,0.0567858636333578,5497,
raw,mpc_alt,q13_pressure,pressure affordability,subjective_economic,restricted-cash,0.013113557822377303,0.009236637247325064,-0.0049899185206410054,0.03121703416539561,0.15568545499269998,5497,
raw,mpc_alt,q13_pressure,pressure affordability,subjective_economic,medical-food,0.012448450936348311,0.00985418555436478,-0.006865397847181525,0.03176229971987815,0.20649384257182501,5497,
raw,mpc_alt,q15_fut_self,future self,subjective_economic,level,-0.006215837192507387,0.004075865323205189,-0.014204386431825264,0.0017727120468104905,0.12725037301193143,5497,
raw,mpc_alt,q15_fut_self,future self,subjective_economic,food-cash,0.004497345429030648,0.010360048290445907,-0.015807976098339088,0.024802666956400383,0.6642124284918,5497,
raw,mpc_alt,q15_fut_self,future self,subjective_economic,medical-cash,0.010816999190888807,0.010037725200472244,-0.008856580688746883,0.0304905790705245,0.2811968901017349,5497,
raw,mpc_alt,q15_fut_self,future self,subjective_economic,restricted-cash,0.0076571723099597274,0.009000903998387792,-0.009984275355182912,0.025298619975102368,0.394929647691057,5497,
raw,mpc_alt,q15_fut_self,future self,subjective_economic,medical-food,0.00631965376185816,0.009597289430269364,-0.012490687870676727,0.025129995394393048,0.5102276950415987,5497,
raw,mpc_alt,q17a_fut_econ,economic outlook,subjective_economic,level,-0.003051901615375836,0.00404737173755166,-0.010984604453022389,0.004880801222270716,0.45082202416950923,5497,
raw,mpc_alt,q17a_fut_econ,economic outlook,subjective_economic,food-cash,0.0059909762267594145,0.010299173100077932,-0.01419503211993707,0.0261769845734559,0.5607722230655651,5497,
raw,mpc_alt,q17a_fut_econ,economic outlook,subjective_economic,medical-cash,0.008106202680731445,0.009943183796229625,-0.011382079451540872,0.027594484813003764,0.4149279512846452,5497,
raw,mpc_alt,q17a_fut_econ,economic outlook,subjective_economic,restricted-cash,0.007048589453745429,0.008960971096957902,-0.010514591162796438,0.024611770070287295,0.43152327437870086,5497,
raw,mpc_alt,q17a_fut_econ,economic outlook,subjective_economic,medical-food,0.0021152264539720305,0.009417203889684292,-0.016342154004879688,0.02057260691282375,0.8222803477210303,5497,
raw,mpc_alt,q17b_fut_job,employment/income outlook,subjective_economic,level,-0.006617964949634674,0.004064421178399491,-0.014584084077299522,0.0013481541780301738,0.10346817558103172,5497,
raw,mpc_alt,q17b_fut_job,employment/income outlook,subjective_economic,food-cash,0.004746145469021486,0.010522488398509059,-0.015877552819796824,0.025369843757839794,0.6519550829979834,5497,
